Date,Service Visit,Cinema Name,Address,Contact Details ,Screen No:,Projector Model,Serial No.,Lamp Model & Make,Engineer Visited,Projector Number of hours running:,Lamp Number of hours running:,Reflector,UV filter,Integrator Rod,Cold Mirror,Fold Mirror,Touch Panel,EVB Board,IMCB Board/s,PIB Board,ICP Board,IMB/S Board,Chassis label vs Touch Panel,"LE, LAD and RAD",Level and Color,White,Red,Green,Blue,Black,AC blower and Vane Switch,Extractor Vane Switch,Exhaust CFM,Light Engine 4 fans with LAD fan,Card Cage Top and Bottom fans,Radiator fan and Pump,Connector and hose for the Pump,Security and lamp house lock switch,"Lamp LOC Mechanism X,Y and Z movement",YES1,Yes2,YES3,YES4,YES5,YES6,YES7,YES8,YES9,YES10,YES11,YES12,YES13,YES14,YES15,YES16,YES17,YES18,YES19,YES20,YES21,YES22,YES23,YES24,YES25,YES26,YES27,YES28,LE Status,Current Lamp Hours,AC Status,LE S No, P V N,P V E,N VS E,  fL_B,  fL_A,Content player model,Room,Remark_1,Remark_2,Remark_3,Remark_4,Remark_5,Remark_6,P1,P2,P3,P4,P5,P6,PN1,PN2,PN3,PN4,PN5,PN6,photo,Scope_H,Scope_W,Flat_H,Flat_W,Screen Make,Throw Distance,Gain,x,y,fl,x2,y2,fl2,W2Kx,W4Kx,R2Kx,R4Kx,G2Kx,G4Kx,B2Kx,B4Kx,W2Ky,W4Ky,R2Ky,R4Ky,G2Ky,G4Ky,B2Ky,B4Ky,W2Kfl,W4Kfl,R2Kfl,R4Kfl,G2Kfl,G4Kfl,B2Kfl,B4Kfl,Software Version,Air Pollution Level,HCHO,TVOC,PM 1,PM 2.5,PM 10,Temperature,Humidity,Focus,Intergrator,Any Spot on Screen after PPM,Check Screen cropping - FLAT and SCOPE,Convergence checked,"Channels Checked - Scope, Flat, Alternative",Pixel Defects,Excessive Image Vibration,LiteLOC
"Tuesday, January 14, 2025",Second,PVR INOX Cinema,Promenade Mall Vasant Kunj Delhi,Mr. Pawan - 8505947674,7,CP4220,394862009,OSRAM - 3KW DTP,Manoj Kumar,49709,36221,-,Chipped,Not removed,-,-,-,-,-,-,-,-,-,Replaced,-,Cyan color coming,-,-,-,Red color coming,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,18.3,26,Dolby IMS3000,OK,Service done working successfully ok,LE is Debonding Sn.-C3940210010,-,-,-,-,UV Filter,Integrator Rod & Holder Assembly,-,-,-,-,003-001568-02,003-102034-01,-,-,-,-,https://drive.google.com/drive/folders/1seQijh1nCvtSOimoAe_PLFuoSu-uCZjW,5.4,9.7,-,-,-,20.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,38,0.088,0.372,72,96,111,26,43%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, January 15, 2025",Second,PVR INOX Cinema,Promenade Mall Vasant Kunj Delhi,Mr. Pawan - 8505947674,3,CP4220,394862006,OSRAM - 2KW,Manoj Kumar,50500,36246,-,Chipped & Solarized,Not removed,-,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,33,43,GDC IMB,OK,Service done working successfully ok,-,-,-,-,-,UV Filter,Integrator Rod & Holder Assembly,-,-,-,-,003-001568-02,003-102034-01,-,-,-,-,https://drive.google.com/drive/folders/181QdI9NAdhwFAlaD0v1KQcFrsrMFlkTu,4.59,8.22,-,-,-,15.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,37,0.099,0.401,67,61,97,24,41%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, January 15, 2025",Second,PVR INOX Cinema,Promenade Mall Vasant Kunj Delhi,Mr. Pawan - 8505947674,1,CP4220,394862007,OSRAM - 2KW,Manoj Kumar,50131,36960,-,Replaced,Not removed,-,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,24.5,33,Dolby IMS3000,OK,Service done working successfully ok,-,-,-,-,-,Integrator Rod & Holder Assembly,-,-,-,-,-,003-102034-01,-,-,-,-,-,https://drive.google.com/drive/folders/1-S2_Y3mfQMaO57rTkjiJuIaYkKwq0Q12,5.41,9.65,-,-,-,17.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,33,0.101,0.397,42,71,90,22,49%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, January 15, 2025",Second,PVR INOX Cinema,"Treasure Mall Indore , Madya Pradesh",Mr. Lalith - 9630788269,5,CP2230,279632003,OSRAM - 4.5KW,Challa Chinna,69411,60660,-,Solarized,Chipped,-,-,-,-,-,-,-,-,-,-,-,Cyan color Visible,-,-,-,Red color Visible,-,-,-,-,-,-,-,-,-,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,228,229,1,10,14,Doremi DCP2000,Good,"Service done, working fine",LE Factory service required.,-,-,-,-,UV Filter,Integrator Rod Assembly,-,-,-,-,03-008003-61P,03-240100-51P,-,-,-,-,https://drive.google.com/drive/folders/1gfkEPNrX0MG9yPEix8lLdHeHcfkbrYcu,5.4,12.9,-,-,White Galalite,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,14,0.068,0.114,3,4,5,22,72%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, January 15, 2025",Second,PVR INOX Cinema,"Treasure Mall Indore , Madya Pradesh",Mr. Lalith - 9630788269,4,CP2230,279632018,OSRAM - 4.5KW,Challa Chinna,60490,53469,-,Solarised,-,-,-,-,-,-,-,-,-,-,-,-,Cyan color Visible,-,-,-,Red color Visible,-,-,-,-,Alarming,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,Yes,OK,OK,OK,OK,-,-,-,-,228,229,1,11,14,Doremi DCP2000,Good,"Service done, Working fine",LE factory service required.,-,-,-,-,UV Filter,-,-,-,-,-,03-008003-61P,-,-,-,-,-,https://drive.google.com/drive/folders/1SNhYXoMQBHqbEjNDMt9Pxq86XLSuSM_w,5.5,12.1,-,-,White Galalite,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,14,0.068,0.314,3,4,5,22,68%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Thursday, January 16, 2025",Second,PVR INOX Cinema,Ambience Island Gurugram Haryana,Mr. Babu - 9873020813,6,CP2230,268075008,OSRAM - 4.5KW,Manoj Kumar,77687,67379,Cracked,Solarized,Solarized,Solarized,-,-,-,-,-,-,-,-,Intake filter required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,23.2,30.4,Doremi IMB,OK,Service done working successfully ok,-,-,-,-,-,UV Filter,Integrator Rod Assembly,"12"" Glass Reflector",Cold Mirror (120x 90),-,-,03-008003-61P,03-240100-51P,03-240115-51P,03-005027-52P,-,-,https://drive.google.com/drive/folders/1XUFmZ8hzsHoB_CXxDes0m0wg5L59L9Y2,6.25,10.4,-,-,-,19.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,30,0.111,0.463,30,40,46,21,55%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Thursday, January 16, 2025",Second,PVR INOX Cinema,Ambience Island Gurugram Haryana,Mr. Babu - 9873020813,1,CP2220,285154003,OSRAM - 3KW DTP,Manoj Kumar,77204,61508,-,Chipped & Solarized,Solarized,-,-,-,-,-,-,-,-,-,Intake filter required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,23.8,32.1,Doremi DCP2000,OK,Service done working successfully ok,-,-,-,-,-,UV Filter,Integrator Rod Holder Assembly,-,-,-,-,003-001568-02,003-001529-01,-,-,-,-,https://drive.google.com/drive/folders/1NzsaGTeboUP-5vjml2KxporhE3dnFUAT,3.94,8.8,-,-,-,18.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,30,0.114,0.487,27,36,41,20,64%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Thursday, January 16, 2025",Second,PVR INOX Cinema,"Treasure Mall Indore , Madya Pradesh",Mr. Lalith - 9630788269,2,CP2230,278834017,OSRAM - 6KW,Challa Chinna,64896,58637,-,Solarised,-,-,-,Touch not working,-,-,-,-,-,-,-,-,Cyan color Visible,-,-,-,Red color Visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,228,229,1,6,10,Dolby IMS3000,Good,"Service done, Working fine",LE Factory service required.,-,-,-,-,UV Filter,-,-,-,-,-,03-008003-61P,-,-,-,-,-,https://drive.google.com/drive/folders/1jrA_HYcuZMUtcKmzkSVt_K-zmjV1qnYS,8.32,19.55,-,-,Silver Galalite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,14,0.031,0.314,5,6,6,22,68%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Thursday, January 16, 2025",Second,PVR INOX Cinema,"Treasure Mall Indore , Madya Pradesh",Mr. Lalith - 9630788269,3,CP2230,280062003,OSRAM - 6KW,Challa Chinna,60639,41193,-,Solarised,-,-,-,-,-,-,-,-,-,-,-,-,Cyan color Visible,-,-,-,Red color Visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,228,229,1,9,12,Doremi DCP2000,Good,"Service done, Working fine",LE factory service required.,-,"Convergence Issue,Adjusted Digital convergence",-,-,UV Filter,-,-,-,-,-,03-008003-61P,-,-,-,-,-,https://drive.google.com/drive/folders/1gMaiOKYyojj0bkcCUXW9UlOIsWrcql-M,7.8,16.4,-,-,Silver Harkness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,13,0.026,0.114,3,4,4,22,72%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Friday, January 17, 2025",Second,PVR INOX Cinema,"Treasure Mall Indore , Madya Pradesh",Mr. Lalith - 9630788269,1,CP2230,261743009,OSRAM - 4.5KW,Challa Chinna,68664,61260,Crack on back side,Solarised,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,228,229,1,18,22,Dolby IMS3000,Good,"Service done, working fine","Convergence issue, adjusted the digital convergence",-,-,-,-,UV filter,"12"" Glass Reflector",-,-,-,-,03-008003-61P,03-240115-51P,-,-,-,-,https://drive.google.com/drive/folders/1SL970VNREM4VrY_H9XNnsBx2AOdEP0JY,5.89,13.75,-,-,Silver Galalite,24.5,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,14,0.036,0.346,6,7,8,22,78%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Saturday, January 18, 2025",Second,PVR INOX Cinema,Ujjain Treasure Bazar Ujjain Madhya Pradesh,Mr. Ankul Shing - 8349124202,1,CP2220,279550014,OSRAM - 3KW DTS,Challa Chinna,63665,55898,-,Solarised,-,-,-,-,-,-,-,-,-,-,-,-,Cyan Color Visible,-,-,-,Red Color Visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,229,230,1,4,8,Doremi DCP2000,Good,"Service done,working fine.",LE Factory service required.,-,-,-,-,UV filter,-,-,-,-,-,003-001568-02,-,-,-,-,-,https://drive.google.com/drive/folders/1dkynVmEHdZjkn5wkng92upS_epydY8FD,4.52,10.8,-,-,White,21.48,-,0.2724,0.3429,7.23,-,-,-,0.2726,-,0.6142,-,0.2723,-,0.1437,-,0.3307,-,0.2983,-,0.6898,-,0.0627,-,7.32,-,1.23,-,6.15,-,0.67,-,4.8.0,4,0.033,0.123,2,3,3,18,65%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Sunday, January 19, 2025",Second,PVR INOX Cinema,Phoenix Mall Kurla Kamani Mumbai,Mr. Babaji - 9969396952,4,CP2230,296338007,OSRAM - 6KW,Satish,65875,58399,-,Solarized,-,-,-,-,-,-,-,-,-,-,Need to replace,-,-,-,-,-,-,-,Bypassed,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,229,229,0.2,20.7,26.1,Doremi DCP2000,Service work done working ok,-,-,-,-,-,-,UV Filter,Vane Extractor Duct,Radiator Filter - Qty 1,Air Filter - Qty 5,-,-,03-008003-61P,003-003699-02,003-003082-01,003-001184-01,-,-,https://drive.google.com/drive/folders/1qtiLprT1MDmW_gIDEPmpqJ8pI7pHizy0,5.85,13.3,-,-,Harkness,22.2504,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),5,0,0,2,5,5,26,58%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Sunday, January 19, 2025",Second,PVR INOX Cinema,Phoenix Mall Kurla Kamani Mumbai,Mr. Babaji - 9969396952,8,CP2230,296338016,OSRAM - 4.5KW,Satish,66587,58110,Cracked back ,Solarized,Solarized,-,-,-,-,-,-,-,-,-,Filters need to be replaced,-,-,-,-,-,-,-,Bypassed,-,Air intake fan 1,-,-,-,-,-,Yes,Yes,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,-,-,-,-,-,OK,Yes,OK,Yes,OK,OK,OK,OK,OK,-,-,-,-,229,229,0.2,11.2,14.7,Doremi DCP2000,Service work done working ok,-,-,-,-,-,-,UV Filter,Vane Extractor Duct,ASSY Fan 12V 0.6A 4-Wire 92MM,Radiator Filter - Qty 1,Air Filter - Qty 5,Fan 12V 0.45A 4-Wire 60mm,03-008003-61P,003-003699-02,003-110827-03,003-003082-01,003-001184-01,003-111381-01,https://drive.google.com/drive/folders/1sdXtwbrG5iC6BAaSMgsdDzCc2JGF1PgO,5.53,12.8,-,-,Harkness,16.169,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),3,0,0,4,5,5,26,57%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Sunday, January 19, 2025",Second,PVR INOX Cinema,Ujjain Treasure Bazar Ujjain Madhya Pradesh,Mr. Ankul Shing - 8349124202,2,CP2220,284199019,OSRAM - 3KW DTS,Challa Chinna,66012,60262,-,solarised,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,229,230,1,15,17,Doremi DCP2000,Projection room AC not sufficient,"Service done ,working fine",LE Factory service required.,-,-,-,-,UV filter,-,-,-,-,-,003-001568-02,-,-,-,-,-,https://drive.google.com/drive/folders/1BGLfKtDAa3U8BMaJFsGAvIy12MJ5rWa3,5.58,13.35,-,-,White,24,-,0.2945,0.3119,13.72,-,-,-,0.2953,-,0.6066,-,0.2612,-,0.1475,-,0.3012,-,0.3027,-,0.6722,-,0.0535,-,13.96,-,3.64,-,10.74,-,1.21,-,4.8.0,4,0.033,0.139,2,3,3,24,67%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Sunday, January 19, 2025",Second,PVR INOX Cinema,Ujjain Treasure Bazar Ujjain Madhya Pradesh,Mr. Ankul Shing - 8349124202,3,CP2220,284686016,OSRAM - 3KW DTS,Challa Chinna,65714,58929,-,Solarised,-,-,-,-,-,-,-,-,-,-,-,-,Cyan color Visible,-,-,-,Red Color visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,229,230,1,8,12,Doremi DCP2000,Projection room AC not sufficient,"Service done, workinf fine.",LE Factory service required.,-,-,-,-,UV filter,-,-,-,-,-,003-001568-02,-,-,-,-,-,https://drive.google.com/drive/folders/1P1wdniR0PLY7nmyB72MgXzvTbOWGE4_8,5.58,13.35,-,-,Silver,24.5,-,0.2768,0.3474,9.5,-,-,-,0.2762,-,0.6221,-,0.2648,-,0.1421,-,0.3354,-,0.2947,-,0.6911,-,0.0472,-,9.64,-,1.6,-,8.19,-,0.61,-,4.8.0,4,0.033,0.136,2,3,3,24,67%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, January 20, 2025",Second,PVR INOX Cinema,Aura Mall Bhopal  Madhya Pradesh,Mr. Sanket Sharma - 9826138148,1,CP2230,362257009,OSRAM - 4.5KW,Challa Chinna,62447,42146,cracked,Solarized,-,-,-,-,-,-,-,-,-,-,-,-,Cyan Color Visible,-,-,-,Red Color Visible,-,-,-,-,-,-,-,-,-,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,222,223,1,15,16,Dolby IMS3000,Good,"Service done , working fine",LE factory service required,"Lamp hours expired ,need to be replace",-,-,-,"12"" Glass Reflector",UV filter,-,-,-,-,03-240115-51P,03-008003-61P,-,-,-,-,https://drive.google.com/drive/folders/1E0DN3ClQvJKQDgKhYdTFJax6jtbQfehQ,5.84,13.67,-,-,Silver,25.4,2.2,0.2973,0.3294,14.08,-,-,-,0.2979,-,0.6397,-,0.2642,-,0.1421,-,0.3178,-,0.301,-,0.6948,-,0.0448,-,14.3,-,2.73,-,11.76,-,0.78,-,4.8.1,18,0.036,0.316,3,5,5,22,68%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, January 20, 2025",Second,PVR INOX Cinema,Palazzo Vadapalani Chennai Tamil Nadu,Mr. Madavan - 8778745473,6,CP2230U,247107015,OSRAM - 6KW,Arun Rajkumar,92374,65382,-,Solarized,-,-,-,-,-,-,-,-,-,-,Need to replace,-,-,-,-,-,-,Alarming - Wings Damaged,Alarming - Bypassed,-,-,Bottom Right 0 RPM,-,-,Alarming - Bypassed,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Yes,Yes,OK,OK,Yes,OK,OK,Yes,OK,-,-,-,-,230,230,0.1,20,29,Dolby IMS3000,Need special attention for Projector Room,Service Done working Ok,Elephant Shroud not Available,AC blower Gasket  not Available,-,-,-,UV Filter,Lamp Blower AC Fan,Vane Extractor Duct,Security Interlock Switch,Gasket Elastomer Blower Seal,Kit Duct 4K Red FPGA,03-008003-61P,03-000158-61P,003-003699-02,003-001559-01,003-005952-01,000-102299-02,https://drive.google.com/drive/folders/1KmNLwCv4xjMFRfXsRdaH0X1uP8oYQyxN,6.5,15.4,-,-,Harkness,24.56,-,-,-,-,0.291,0.3071,23.1,-,0.2999,-,0.6787,-,0.2569,-,0.1422,-,0.3099,-,0.3206,-,0.6964,-,0.0443,-,24.2,-,4.5,-,12,0,1.6,4.8.1,4,0.021,0.026,7,10,9,23,58%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, January 20, 2025",Second,PVR INOX Cinema,Phoenix Mall Kurla Kamani Mumbai,Mr. Babaji - 9969396952,7,CP2230,296335003,OSRAM - 4.5KW,Satish,66506,59215,-,Solarized,Sensor cable & Sensor,-,Patches in corner,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,229,229,0.2,18.2,22.5,Doremi DCP2000,Service work done working ok,-,-,-,-,-,-,UV Filter,Temperature Sensor PCB,Integrator Rod Assembly,Cold Mirror (130x 90) ,-,-,03-008003-61P,003-100618-01,03-240100-51P,03-005028-51P,-,-,https://drive.google.com/drive/folders/1P_csFr9xnbtAEanyBdVlGTrgHiq7Z1dK,5.8,13.44,-,-,Harkness,18.0014,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),4,0,0,3,5,5,26,57%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, January 21, 2025",Second,PVR INOX Cinema,Aura Mall Bhopal  Madhya Pradesh,Mr. Sanket Sharma - 9826138148,3,CP2220,362542002,OSRAM - 3KW DTS,Challa Chinna,53152,41745,-,Solarized,-,-,-,-,-,-,-,-,-,-,Need to be replace,-,Cyan Color Visible,-,-,-,Red Color Visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,229,230,1,13,16,Doremi ShowVault,Good,"Service done,working fine",LE Factory service required.,-,-,-,-,UV filter,-,-,-,-,-,003-001568-02,-,-,-,-,-,https://drive.google.com/drive/folders/1f6FvDfuxoIhE-VVR0mtxJ7iEIRXOFioY,5.32,12.45,-,-,white,24.5,1.6,0.2998,0.3355,12.56,-,-,-,0.3003,-,0.6356,-,0.2588,-,0.1423,-,0.3238,-,0.306,-,0.696,-,0.0474,-,12.59,-,2.91,-,9.76,-,0.81,-,4.8.0,14,0.031,0.075,3,4,5,22,68%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, January 21, 2025",Second,PVR INOX Cinema,Aura Mall Bhopal  Madhya Pradesh,Mr. Sanket Sharma - 9826138148,2,CP2220,362542006,OSRAM - 3KW DTS,Challa Chinna,61611,42843,-,Solarised,-,-,-,-,-,-,-,-,-,-,-,-,Cyan colour visible,-,-,-,Red Colour Visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,229,230,1,8,11,Dolby IMS3000,Good,"Service done, working fine.",LE factory service required,-,-,-,-,UV filter,-,-,-,-,-,003-001568-02,-,-,-,-,-,https://drive.google.com/drive/folders/1KjalSQJ0pIWZBM09EpaPXCP5fImFy7xx,5.98,13.94,-,-,Silver,21.6,1.6,0.2973,0.325,9.84,-,-,-,0.2981,-,0.6394,-,0.2648,-,0.1408,-,0.3137,-,0.3025,-,0.6971,-,0.0499,-,10.01,-,1.84,-,8.15,-,0.59,-,4.8.0,16,0.026,0.048,3,5,5,24,68%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, January 21, 2025",Second,PVR INOX Cinema,Dynamic Mall Juhu Mumbai,Mr. Vikas - 9867527660,1,CP2230,285525018,OSRAM - 6KW,Satish,73087,63805,Crack back side,Solarized,Harness sensor cable joint,-,-,-,-,-,-,-,-,-,Filters replaced,-,Dust spot visible on unfocused pattern,Dust spot visible on unfocused pattern,Dust spot visible on unfocused pattern,-,Dust spot visible on unfocused pattern,-,Harness cable joint,-,-,-,-,-,-,-,Yes,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,230,0.1,14.7,18.4,Doremi DCP2000,Service Work done runnng ok,-,-,-,-,-,-,UV Filter,"12"" Glass Reflector",Intergrator harness sensor cable,Extractor vane switch harness cable,-,-,03-008003-61P,03-240115-51P,-,-,-,-,https://drive.google.com/drive/folders/1NyOrQqseeTTRazKG_4oGJw-RvW9bLrv3,7.11,15.24,-,-,Harkness,23.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),2,0,0,3,5,5,25,65%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, January 21, 2025",Second,PVR INOX Cinema,Escape Express Avenue Royapettah Chennai,Mr. Ganasekar - 9884806667,7,CP4220,311381010,OSRAM - 3KW DTS,Arun Rajkumar,76717,55479,-,Solarized,-,-,Solarized,-,-,-,-,-,-,-,Replaced,need to Refill,-,-,-,-,-,-,Alarming - Bypassed,-,-,-,-,-,-,-,OK,Yes,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,230,0.1,20,28,Dolby IMS3000,"polluted environment,Oil stains ","Service done, Working ok",Elephant shourd NA,-,-,-,-,Vane Extractor Duct,Kit Duct 4K Red FPGA,UV Filter,Cold Mirror (130x 90) ,-,-,003-003701-02,000-102299-02,003-001568-02,003-001528-01,-,-,https://drive.google.com/drive/folders/1q0HOPCNqccMovJiCrKGsQcjNcjlz3S4P,3.9,9.3,-,-,-,16.6,-,-,-,-,0.314,0.3017,14,-,0.3114,-,0.678,-,0.265,-,0.138,-,0.307,-,0.314,-,0.698,-,0.048,-,14.2,-,2.2,-,6.1,-,0.2,4.8.1,12,0.154,0.121,22,33,38,26,63%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
